Booking_ID,Airline_ID,Country,Airline_Tier,Service_Rating,Cabin_Class,Seat_Type,Flight_Duration_Hours,Booking_Channel,Meals_Included,Payment_Type,Passenger_Age,Lead_Time_Days,Departure_Date,Departure_Month,Is_Weekend,Is_Public_Holiday,Load_Factor_Flight,Competitor_Avg_Fare_RM,Distance_KM,Review_Score,Promo_Applied,Events_Index_Destination,Ticket_Price_RM,Total_Spend_RM,Extra_Spend_Unscaled,Delay_Status,Satisfaction_Rating
103275,AL08, THAILAND ,full-service,3.0,premium economy,Aisle,2.7,Mobile App,No, Card ,48.0,72,2024-05-26,5,1,0,0.764,371.83,1039.6,7.99,0,57.0,664.08,1023.99,173775,Delayed,3
101989,AL09, Philippines ,budget,3.0,Premium Economy,Middle,2.64,Travel Agent, Yes ,Online,55.0,56,2024-11-25,11,0,0,0.635,530.27,1825.6,7.78,1,30.0,852.57,970.95,97911,Delayed,5
100773,AL18,Japan,budget,4.0,Economy,Aisle,4.95,Website,Yes,Online,53.0,1,2024-01-22,1,0,0,0.597,339.63,1249.8,6.16,1,75.3,648.27,760.99,98325,On-Time,2
100305,AL06, MALAYSIA ,premium,4.0,economy,Window,6.41,Travel Agent,Yes,Online,18.0,26,2025-04-16,4,0,1,0.742,296.06,794.8,6.79,0,66.7,551.73,790.9,102837,Delayed,3
102547,AL12,thailand,premium,4.0,Economy,Aisle,7.35,Mobile App,No,Online,44.0,1,2024-03-02,3,1,0,0.828,653.53,2226.2,6.06,0,42.3,1025.41,1072.54,204348,On-Time,3
100941,AL11,Singapore,budget,5.0,Economy,Window,4.91,Mobile App,No, Online ,35.0,26,2024-11-04,11,0,1,0.872,358.56,824.8,8.53,0,70.4,528.02,571.91,98791,Delayed,3
101107,AL16, VIETNAM ,budget,4.0,Economy,Window,10.57,Walk-in, No ,Online,54.0,18,2024-05-04,5,1,1,0.707,518.27,1290.0,8.27,0,64.5,694.52,737.19,87442,Cancelled,2
100385,AL13,Vietnam,full-service,4.0,Economy,Middle,4.21,airport counter,No, Online ,31.0,2,2024-03-29,3,0,0,0.646,722.36,2441.9,7.95,1,42.5,989.52,1073.9,188225,On-Time,5
103721,AL10,Malaysia,full-service,4.0,Economy,Aisle,1.48,Website,No,Card,41.0,23,2025-05-25,5,1,1,0.776,320.96,928.7,6.34,0,52.2,523.12,678.16,135815,Delayed,2
104115,AL10,Singapore,full-service,3.0,Economy,Window,11.29,Airport Counter,No,Online,39.0,47,2025-03-30,3,1,0,0.887,633.83,1803.7,7.52,0,43.4,862.66,891.19,228720,Delayed,3
100705,AL14,Japan,full-service,4.0,Economy,Window,1.8,Website,No, Cash ,44.0,10,2024-07-22,7,0,1,0.574,507.51,1813.4,6.45,0,74.7,821.94,889.35,67275,Delayed,2
101758,AL09,Malaysia,budget,4.0,Economy,Middle,1.33,Website, No ,Cash,22.0,23,2025-05-06,5,0,0,0.697,254.31,804.6,,0,19.4,428.17,511.7,112218,Delayed,2
103034,AL08,Thailand,full-service,4.0,Economy,Window,0.75,Mobile App, Yes ,Online,28.0,7,2025-04-18,4,0,0,0.636,527.2,2089.5,9.0,1,18.3,751.76,820.01,164811,On-Time,3
102421,AL17, SINGAPORE ,full-service,3.0,Premium Economy,Window,14.43,Mobile App,Yes, Cash ,46.0,8,2024-09-20,9,0,0,0.899,83.97,352.0,6.52,1,40.5,411.0,478.87,96282,On-Time,3
103105,AL08,Malaysia,full-service,4.0,Economy,Aisle,2.45,Website,No,Online,44.0,10,2025-02-24,2,0,1,0.606,494.31,1183.4,9.1,0,70.3,661.5,698.49,133515,Delayed,3
102717,AL12, VIETNAM ,premium,4.0,Economy,Window,5.4,Travel Agent,No, Online ,26.0,20,2024-11-14,11,0,0,0.807,434.57,1079.7,5.74,0,11.2,604.05,808.43,204603,On-Time,3
100275,AL13,Malaysia,full-service,3.0,Premium Economy,Window,2.86,Mobile App, No , Card ,43.0,5,2024-11-05,11,0,0,0.675,164.81,402.9,6.17,0,46.5,510.97,678.35,97669,On-Time,3
100737,AL13,japan,full-service,3.0,Economy,Window,3.69,Travel Agent, Yes ,Online,35.0,1,2024-11-18,11,0,0,0.68,146.55,633.3,8.83,0,54.0,513.57,701.71,108073,On-Time,3
100742,AL05,Thailand,budget,3.0,Economy,Aisle,4.54,mobile app,Yes,Card,48.0,10,2024-07-28,7,1,0,0.778,365.6,1065.1,9.57,0,68.9,654.51,724.08,150031,Delayed,3
100701,AL07, Japan ,full-service,4.0,Economy,Middle,5.35,Mobile App,No,Cash,44.0,48,2024-09-21,9,1,0,,289.68,960.1,9.83,0,21.5,565.22,658.05,59619,Delayed,3
104015,AL08,Singapore,full-service,4.0,Economy,Middle,1.89,website, Yes ,Card,37.0,7,2024-01-04,1,0,1,0.677,672.66,2117.6,7.51,1,52.0,819.03,887.88,49198,Delayed,2
102050,AL14,indonesia,full-service,3.0,Economy,Aisle,3.63,Airport Counter,Yes,Card,36.0,40,2025-05-26,5,0,0,0.989,814.63,2441.7,6.11,1,54.5,1068.44,1250.62,150818,On-Time,2
101122,AL07,Australia,full-service,3.0,Business,Aisle,5.58,Airport Counter, No , Card ,,23,2024-09-22,9,1,0,0.759,442.94,1360.5,5.45,1,31.5,749.9,906.39,197485,Delayed,2
102017,AL18,malaysia,budget,4.0,Premium Economy,Aisle,3.47,Travel Agent, Yes ,Card,35.0,6,2024-01-12,1,0,0,0.708,519.23,1599.4,6.8,0,31.0,925.52,1024.49,63233,On-Time,4
102069,AL05,Malaysia,budget,2.0,Economy,Window,6.12,Website,No,Online,48.0,11,2024-07-02,7,0,0,0.696,810.4,2817.5,7.1,1,57.2,954.08,1044.47,184856,Delayed,3
102568,AL14,Singapore,full-service,2.0,Economy,Middle,2.78,Website,, Online ,43.0,74,2024-06-23,6,1,0,0.844,589.89,1679.1,6.58,0,60.5,794.13,839.79,124337,On-Time,3
100898,AL08,japan,full-service,4.0,Premium Economy,Aisle,4.82,Mobile App,No,Online,43.0,12,2025-06-21,6,1,0,0.99,550.77,1887.0,6.63,0,85.6,1039.54,1285.43,312046,Delayed,1
103603,AL12,Malaysia,premium,4.0,Economy,Aisle,3.2,Walk-in,No,Card,30.0,71,2024-10-01,10,0,0,0.67,598.06,1700.4,6.2,1,35.5,676.87,757.63,96160,On-Time,3
103265,AL05,Malaysia,budget,4.0,business,Aisle,3.19,Airport Counter, Yes ,Online,53.0,17,2025-04-13,4,1,0,0.485,581.62,1663.1,8.25,0,55.8,974.18,1197.28,85822,On-Time,3
101597,AL16, Vietnam ,budget,5.0,First,Window,5.83,Mobile App, Yes ,Card,41.0,24,2024-03-15,3,0,0,0.918,858.36,2623.5,7.02,1,17.3,1168.09,1374.86,295119,On-Time,4
100377,AL03,Indonesia,premium,3.0,Economy,Middle,6.11,Walk-in,Yes,Card,60.0,19,2024-11-30,11,1,0,0.748,181.9,713.3,7.62,0,29.7,498.72,617.89,136697,On-Time,3
100362,AL06, Thailand ,premium,5.0,Premium Economy,Aisle,2.95,Mobile App,Yes,Online,25.0,12,2024-06-11,6,0,0,0.759,582.58,2516.2,7.16,0,53.1,1251.59,1370.23,171564,Delayed,4
102790,AL07,philippines,full-service,3.0,Premium Economy,Middle,1.27,Website,Yes, Card ,47.0,36,2025-06-08,6,1,0,0.628,401.25,1258.3,9.75,0,58.0,725.02,793.44,69032,On-Time,4
103955,AL14,Malaysia,full-service,3.0,Economy,Window,6.09,Website, No ,Cash,27.0,14,2024-09-20,9,0,0,0.756,639.2,2233.4,8.92,0,62.0,1000.49,1088.95,220429,On-Time,3
102270,AL06,Philippines,premium,3.0,economy,Middle,4.32,website,No,Card,42.0,45,2024-10-24,10,0,0,0.667,270.26,543.7,,0,61.3,510.46,591.64,67776,Delayed,3
102141,AL09,Singapore,budget,3.0,Economy,Window,1.47,Website,No,Card,44.0,8,2024-06-26,6,0,0,0.815,482.89,1698.5,8.88,1,66.3,773.69,869.68,120842,Delayed,4
101730,AL10,Singapore,full-service,3.0,Economy,Window,3.82,Mobile App,No,Cash,39.0,64,2024-08-09,8,0,0,0.611,724.11,2209.0,,1,72.0,799.89,878.26,59962,Cancelled,2
101781,AL05,Malaysia,budget,4.0,Business,Aisle,1.58,Airport Counter,Yes,Card,45.0,8,2024-04-19,4,0,1,0.797,450.95,1023.3,8.99,1,100.0,614.12,813.38,210361,Delayed,4
101119,AL11,Singapore,budget,4.0,Economy,Window,4.75,Website,No,Card,19.0,11,2024-10-14,10,0,0,0.79,276.57,788.2,8.36,0,48.9,530.51,573.11,73675,On-Time,3
102436,AL08,singapore,full-service,3.0,Economy,Middle,3.52,Travel Agent,Yes,Card,52.0,4,2025-05-27,5,0,0,0.548,487.27,1559.3,6.99,0,57.3,816.99,890.39,152570,Delayed,2
100416,AL09,Japan,budget,3.0,economy,Aisle,4.23,mobile app,No,Online,34.0,8,2024-08-09,8,0,0,0.785,413.2,1068.8,6.73,0,36.3,587.14,631.42,115761,On-Time,3
101390,AL13,Philippines,full-service,3.0,economy,Aisle,2.84,Airport Counter,Yes,Card,58.0,28,2025-01-13,1,0,0,0.612,,916.0,8.36,0,53.6,538.84,647.22,65200,Delayed,2
103154,AL01, Vietnam ,full-service,,Economy,Window,3.9,Website,No,Cash,31.0,5,2025-02-13,2,0,1,0.791,935.18,2937.6,8.61,1,35.0,1120.37,1182.1,262304,On-Time,4
102620,AL02,malaysia,budget,,Economy,Middle,2.87,Walk-in, Yes ,Online,35.0,2,2024-11-09,11,1,0,0.669,593.81,1787.2,6.82,0,67.0,901.79,974.51,144659,Delayed,4
103137,AL07,australia,full-service,2.0,Economy,Window,7.51,Mobile App,Yes, Cash ,23.0,6,2024-10-25,10,0,0,0.633,366.58,948.3,5.84,1,62.0,443.89,552.54,101836,On-Time,3
102978,AL09,Philippines,budget,4.0,Economy,Middle,1.84,mobile app, Yes ,Online,34.0,68,2025-01-25,1,1,0,0.628,451.78,1817.7,7.87,1,68.1,701.99,851.13,188054,On-Time,4
101376,AL05,Malaysia,budget,,Economy,Aisle,4.74,Mobile App,Yes,Card,48.0,25,2025-04-28,4,0,0,0.751,625.23,2026.0,7.06,0,22.9,853.39,1093.12,274871,Delayed,3
100594,AL14,Singapore,full-service,2.0,Premium Economy,Middle,7.26,Website,No,Card,33.0,12,2024-05-15,5,0,0,0.663,377.14,1187.4,8.83,0,88.9,755.97,856.22,98500,On-Time,4
101683,AL10,malaysia,full-service,5.0,Business,Aisle,6.55,Airport Counter,No,Card,,30,2024-10-20,10,1,0,0.74,697.8,2540.3,6.68,1,68.1,1078.9,1306.73,97481,Delayed,2
100048,AL12,Australia,premium,4.0,Economy,Window,6.67,Mobile App, Yes , Card ,18.0,28,2025-03-09,3,1,0,0.685,555.97,1568.0,5.18,0,70.1,801.71,994.87,127133,Delayed,2
103325,AL14, Philippines ,full-service,3.0,Economy,Aisle,1.52,Mobile App,No,Online,26.0,22,2024-01-01,1,0,0,0.716,545.44,1623.2,5.3,0,16.0,768.25,869.99,157705,On-Time,3
103087,AL12,malaysia,premium,4.0,Economy,Aisle,2.58,Mobile App,Yes,Online,22.0,66,2025-04-12,4,1,0,0.676,439.63,1236.5,8.44,0,24.7,639.32,782.93,48457,Delayed,4
101289,AL04,Singapore,full-service,3.0,Economy,Middle,1.85,Travel Agent,No,Card,32.0,93,2024-10-28,10,0,0,0.883,326.27,1005.4,6.27,0,35.3,563.33,739.54,190742,On-Time,3
101790,AL02,Indonesia,budget,4.0,Economy,Aisle,9.1,Airport Counter,No,Card,36.0,12,2024-04-03,4,0,1,0.759,591.7,1810.9,7.11,0,59.4,818.37,884.09,188750,Delayed,4
103104,AL09, MALAYSIA ,budget,5.0,Economy,Window,6.33,Mobile App, Yes ,Card,41.0,34,2025-02-22,2,1,0,0.798,577.32,2101.4,5.79,0,43.7,928.58,1072.95,193231,Delayed,3
100162,AL07, Thailand ,full-service,3.0,Premium Economy,Middle,8.17,Website,No,Card,44.0,12,2024-11-15,11,0,0,0.779,435.49,1015.0,6.48,0,54.0,677.25,799.32,199276,On-Time,3
104108,AL03,Thailand,premium,4.0,economy,Aisle,4.29,Mobile App, Yes ,Card,40.0,103,2024-05-15,5,0,0,0.897,507.44,1553.1,10.0,1,46.0,655.7,769.74,181300,On-Time,4
102428,AL09,Japan,budget,4.0,Premium Economy,Aisle,2.14,Website,, Online ,35.0,16,2025-03-07,3,0,0,0.792,766.2,2404.9,6.39,0,34.4,1063.49,1112.3,85149,Delayed,2
101697,AL16, THAILAND ,budget,4.0,Economy,Window,3.33,Website,Yes,Online,38.0,14,2025-05-27,5,0,0,0.818,1021.19,3291.2,9.59,0,71.6,1328.42,1408.12,167649,On-Time,4
101151,AL11,Malaysia,budget,3.0,Economy,Window,3.76,Website,No,Online,29.0,4,2024-02-05,2,0,0,0.715,373.22,1457.7,8.57,0,83.5,715.4,878.79,123624,Delayed,2
103742,AL18,indonesia,budget,3.0,business,Aisle,1.45,website,No,Online,30.0,6,2024-12-07,12,1,0,0.99,484.12,1473.5,,1,48.2,858.63,1056.25,161284,Delayed,2
102085,AL18,Indonesia,budget,4.0,business,Window,2.17,Mobile App, Yes , Card ,33.0,32,2025-06-19,6,0,0,0.81,280.23,706.2,6.8,0,43.7,738.84,931.5,94272,Delayed,4
101196,AL18,Singapore,budget,5.0,Premium Economy,Aisle,7.29,Website,Yes,Online,35.0,23,2024-11-15,11,0,0,0.861,169.85,391.3,8.31,1,85.0,452.86,542.46,36932,Delayed,3
101729,AL17, PHILIPPINES ,full-service,4.0,First,Aisle,3.95,travel agent,No,Online,26.0,49,2025-04-26,4,1,0,0.772,271.09,735.2,,0,19.2,756.49,924.43,96751,On-Time,5
103561,AL10,Singapore,full-service,5.0,Economy,Middle,1.18,Walk-in,No, Card ,37.0,3,2024-05-13,5,0,0,0.823,387.56,1332.4,,0,57.8,775.35,874.73,198255,On-Time,3
100713,AL03,Thailand,premium,4.0,Economy,Window,5.32,Mobile App,Yes, Online ,18.0,12,2024-01-07,1,1,0,0.698,860.68,2349.8,8.52,0,34.6,1059.58,1171.35,161034,On-Time,4
102638,AL17,Thailand,full-service,3.0,Premium Economy,Middle,2.4,Website,Yes,Online,45.0,35,2024-07-15,7,0,0,0.769,415.87,780.6,6.72,0,35.4,642.66,763.92,52624,Delayed,4
103046,AL05,philippines,budget,5.0,Premium Economy,Window,5.11,Walk-in, Yes ,Online,42.0,10,2024-09-12,9,0,0,0.945,530.37,1777.1,7.72,1,57.2,858.61,989.6,213198,Delayed,3
100433,AL17,Thailand,full-service,4.0,Economy,Window,4.33,Walk-in,No, Online ,24.0,28,2024-08-27,8,0,0,0.882,1079.35,3409.6,8.96,0,26.9,1365.25,1441.78,145729,On-Time,3
103690,AL02,Malaysia,budget,3.0,Economy,Middle,6.56,Travel Agent, Yes ,Card,24.0,10,2024-11-21,11,0,0,0.689,503.03,1748.1,4.24,1,67.3,721.57,804.85,55641,Delayed,2
101104,AL16, Vietnam ,budget,5.0,Economy,Middle,1.8,Mobile App,No,Online,36.0,39,2024-01-21,1,1,0,0.886,137.4,383.9,7.35,0,38.4,395.23,508.79,55687,Delayed,3
100412,AL10,indonesia,full-service,3.0,Premium Economy,Middle,1.27,Mobile App, Yes ,Online,55.0,34,2024-09-11,9,0,0,0.584,281.88,500.2,5.54,0,57.5,487.1,563.55,126241,On-Time,4
100210,AL14,Indonesia,full-service,5.0,economy,Window,7.11,Website,Yes, Card ,42.0,22,2024-05-04,5,1,0,0.71,528.12,1749.9,7.9,1,14.3,705.36,775.62,77192,Delayed,3
101438,AL18, Thailand ,budget,3.0,Economy,Middle,2.04,Airport Counter,No,Online,44.0,3,2024-01-19,1,0,0,0.81,361.23,1051.7,5.62,0,70.5,609.32,676.53,140843,On-Time,2
100051,AL06, THAILAND ,premium,5.0,Premium Economy,Window,3.97,Walk-in,No,Card,33.0,50,2025-01-09,1,0,0,0.747,302.51,996.0,6.61,1,38.5,532.17,659.84,109448,Delayed,3
100670,AL01, JAPAN ,full-service,4.0,economy,Aisle,3.73,Travel Agent,No,Card,20.0,76,2024-06-15,6,1,0,0.906,760.79,2265.5,8.28,0,71.8,958.79,1129.05,239478,Delayed,2
102314,AL10, Vietnam ,full-service,5.0,Economy,Middle,0.75,Mobile App,Yes, Card ,18.0,10,2024-07-31,7,0,0,0.93,407.46,1385.3,8.58,0,61.3,734.13,913.72,205085,On-Time,2
103037,AL15,Malaysia,budget,2.0,Economy,Middle,4.84,Website,Yes, Online ,46.0,34,2024-07-23,7,0,0,0.832,365.59,1206.8,7.16,0,73.5,655.31,823.05,53500,Delayed,3
102908,AL15,Thailand,budget,5.0,First,Window,2.02,Website,No, Online ,18.0,92,2025-02-28,2,0,0,0.751,400.02,1152.0,6.2,1,55.8,699.68,857.32,213663,On-Time,4
103139,AL11, Thailand ,budget,3.0,Economy,Aisle,6.16,Website,No, Online ,34.0,29,2024-01-31,1,0,0,0.871,359.24,763.3,8.41,0,55.7,498.72,556.38,114428,Delayed,3
101769,AL01, AUSTRALIA ,full-service,2.0,Economy,Window,1.64,Airport Counter, Yes ,Online,31.0,15,2024-10-19,10,1,0,0.741,161.42,401.8,7.04,0,68.6,427.49,502.97,44489,Delayed,2
102479,AL15, MALAYSIA ,budget,3.0,Economy,Window,7.72,airport counter,Yes,Card,31.0,14,2024-09-22,9,1,1,0.612,653.48,2290.0,6.78,0,94.0,974.23,1029.07,257693,Delayed,2
102585,AL08, SINGAPORE ,full-service,3.0,Economy,Middle,1.9,Mobile App,Yes,Card,24.0,4,2024-12-15,12,1,0,0.574,218.3,591.2,8.97,1,42.8,479.81,578.09,56385,On-Time,4
100356,AL07, SINGAPORE ,full-service,2.0,Premium Economy,Window,4.14,Walk-in, Yes ,Online,27.0,50,2024-11-14,11,0,0,,352.82,1080.6,9.23,0,45.8,752.43,804.81,83025,On-Time,4
101409,AL01,Malaysia,full-service,2.0,Economy,Middle,2.36,mobile app,Yes, Card ,18.0,14,2025-03-23,3,1,0,0.873,566.95,1797.0,7.79,0,100.0,861.88,923.52,211925,Cancelled,3
101474,AL07,Vietnam,full-service,2.0,Economy,Aisle,9.82,Walk-in,No,Online,43.0,140,2025-06-21,6,1,0,0.72,641.15,1936.3,6.98,1,86.6,790.36,945.3,131043,Delayed,2
100814,AL18,Indonesia,budget,3.0,Economy,Aisle,6.69,Website,No, Online ,42.0,26,2024-01-30,1,0,0,0.722,325.59,1080.6,7.41,0,49.0,545.75,611.36,113227,Cancelled,2
102759,AL17,Philippines,full-service,4.0,Premium Economy,Aisle,3.82,Website, No ,Cash,45.0,32,2025-04-09,4,0,0,0.813,451.79,1051.6,6.24,0,76.0,672.19,773.87,168714,Delayed,3
